Name,Area_code,Descriptio,File_name,Number,Number0,Polygon_id,Unit_id,Code,Hectares,Area,Type_code,Descript0,Type_cod0,Descript1,Longitude,Latitude
Nash CP,CPC,Civil Parish or Community,BUCKINGHAMSHIRE_COUNTY,247,571,51762,11974,E04001514,502.438,0,AA,CIVIL ADMINISTRATION AREA,,,"477,900.3","234,256.6"
Whaddon CP,CPC,Civil Parish or Community,BUCKINGHAMSHIRE_COUNTY,248,572,51761,11973,E04001551,"1,026.348",0,AA,CIVIL ADMINISTRATION AREA,,,"480,515.2","233,911.45"
Leckhampstead CP,CPC,Civil Parish or Community,BUCKINGHAMSHIRE_COUNTY,249,573,51671,12057,E04001501,"1,040.233",0,AA,CIVIL ADMINISTRATION AREA,,,"473,246.3","238,258.85"
Beachampton CP,CPC,Civil Parish or Community,BUCKINGHAMSHIRE_COUNTY,250,574,51672,12058,E04001460,619.298,0,AA,CIVIL ADMINISTRATION AREA,,,"477,646.3","236,899.55"
Stoke Mandeville CP,CPC,Civil Parish or Community,BUCKINGHAMSHIRE_COUNTY,251,575,51773,11898,E04001534,622.355,0,AA,CIVIL ADMINISTRATION AREA,,,"483,203.45","210,432.75"
Halton CP,CPC,Civil Parish or Community,BUCKINGHAMSHIRE_COUNTY,252,576,51870,11820,E04001491,587.662,0,AA,CIVIL ADMINISTRATION AREA,,,"488,031.7","209,621.8"
Weston Turville CP,CPC,Civil Parish or Community,BUCKINGHAMSHIRE_COUNTY,253,577,51892,11842,E04001550,820.069,0,AA,CIVIL ADMINISTRATION AREA,,,"485,301.9","211,548.2"
Aylesbury CP,CPC,Civil Parish or Community,BUCKINGHAMSHIRE_COUNTY,254,578,116273,41631,E04001559,"1,412.073",0,AA,CIVIL ADMINISTRATION AREA,,,"481,669.3","213,431.8"
Hulcott CP,CPC,Civil Parish or Community,BUCKINGHAMSHIRE_COUNTY,259,582,51889,11839,E04001496,296.175,0,AA,CIVIL ADMINISTRATION AREA,,,"485,637.7","216,223.05"
Marsworth CP,CPC,Civil Parish or Community,BUCKINGHAMSHIRE_COUNTY,260,583,51877,11827,E04001510,479.604,0,AA,CIVIL ADMINISTRATION AREA,,,"492,064.55","215,248.65"
Pitstone CP,CPC,Civil Parish or Community,BUCKINGHAMSHIRE_COUNTY,261,584,51559,11678,E04001521,674.192,0,AA,CIVIL ADMINISTRATION AREA,,,"495,472.95","215,024.25"
Weedon CP,CPC,Civil Parish or Community,BUCKINGHAMSHIRE_COUNTY,262,585,51786,11911,E04012161,642.277,0,AA,CIVIL ADMINISTRATION AREA,,,"481,753.85","217,634.7"
Aston Abbotts CP,CPC,Civil Parish or Community,BUCKINGHAMSHIRE_COUNTY,263,586,51787,11912,E04001456,932.538,0,AA,CIVIL ADMINISTRATION AREA,,,"484,366.6","219,667.35"
Wingrave with Rowsham CP,CPC,Civil Parish or Community,BUCKINGHAMSHIRE_COUNTY,264,587,51888,11838,E04001554,"1,070.101",0,AA,CIVIL ADMINISTRATION AREA,,,"486,559.65","218,664.95"
Creslow CP,CPC,Civil Parish or Community,BUCKINGHAMSHIRE_COUNTY,265,588,51748,11960,E04001472,359.445,0,AA,CIVIL ADMINISTRATION AREA,,,"481,570.5","221,816.75"
Dunton CP,CPC,Civil Parish or Community,BUCKINGHAMSHIRE_COUNTY,266,589,51746,11958,E04001479,483.566,0,AA,CIVIL ADMINISTRATION AREA,,,"481,768.65",224543
Wing CP,CPC,Civil Parish or Community,BUCKINGHAMSHIRE_COUNTY,267,591,51885,11835,E04001553,"1,907.926",0,AA,CIVIL ADMINISTRATION AREA,,,"487,445.8","222,875.5"
Cheddington CP,CPC,Civil Parish or Community,BUCKINGHAMSHIRE_COUNTY,268,592,51879,11829,E04001469,623.414,0,AA,CIVIL ADMINISTRATION AREA,,,"491,541.3","217,796.85"
Slapton CP,CPC,Civil Parish or Community,BUCKINGHAMSHIRE_COUNTY,269,593,51880,11830,E04001529,753.384,0,AA,CIVIL ADMINISTRATION AREA,,,"492,216.45","221,131.95"
Drayton Parslow CP,CPC,Civil Parish or Community,BUCKINGHAMSHIRE_COUNTY,270,594,51790,11915,E04001478,707.978,0,AA,CIVIL ADMINISTRATION AREA,,,"485,055.4","229,007.55"
Stoke Hammond CP,CPC,Civil Parish or Community,BUCKINGHAMSHIRE_COUNTY,271,595,51884,11834,E04001533,632.774,0,AA,CIVIL ADMINISTRATION AREA,,,"487,461.85","229,902.35"
Great Brickhill CP,CPC,Civil Parish or Community,BUCKINGHAMSHIRE_COUNTY,272,596,51882,11832,E04001487,944.446,0,AA,CIVIL ADMINISTRATION AREA,,,"490,245.25","230,820.7"
Aston Sandford CP,CPC,Civil Parish or Community,BUCKINGHAMSHIRE_COUNTY,273,597,51842,11880,E04001458,274.73,0,AA,CIVIL ADMINISTRATION AREA,,,"476,689.2","207,273.1"
Coldharbour CP,CPC,Civil Parish or Community,BUCKINGHAMSHIRE_COUNTY,305,600,116274,41630,E04001560,82.868,0,AA,CIVIL ADMINISTRATION AREA,,,"479,970.2","213,603.7"
Upper Winchendon CP,CPC,Civil Parish or Community,BUCKINGHAMSHIRE_COUNTY,309,602,51650,12036,E04001543,486.343,0,AA,CIVIL ADMINISTRATION AREA,,,"474,014.85","213,840.05"
Woodham CP,CPC,Civil Parish or Community,BUCKINGHAMSHIRE_COUNTY,312,604,51654,12040,E04001556,338.596,0,AA,CIVIL ADMINISTRATION AREA,,,"470,365.95","218,741.25"
Hardwick CP,CPC,Civil Parish or Community,BUCKINGHAMSHIRE_COUNTY,313,605,51749,11961,E04001492,489.702,0,AA,CIVIL ADMINISTRATION AREA,,,480509,"218,836.35"
Pitchcott CP,CPC,Civil Parish or Community,BUCKINGHAMSHIRE_COUNTY,314,606,51782,11907,E04001520,374.653,0,AA,CIVIL ADMINISTRATION AREA,,,"477,737.1","219,748.45"
Hoggeston CP,CPC,Civil Parish or Community,BUCKINGHAMSHIRE_COUNTY,315,607,51750,11962,E04001494,635.533,0,AA,CIVIL ADMINISTRATION AREA,,,"480,518.35","224,620.95"
Addington CP,CPC,Civil Parish or Community,BUCKINGHAMSHIRE_COUNTY,316,608,51757,11969,E04001452,527.197,0,AA,CIVIL ADMINISTRATION AREA,,,"474,410.55","228,595.7"
Adstock CP,CPC,Civil Parish or Community,BUCKINGHAMSHIRE_COUNTY,317,609,51759,11971,E04001453,472.194,0,AA,CIVIL ADMINISTRATION AREA,,,"474,267.4","230,835.65"
Radclive-cum-Chackmore CP,CPC,Civil Parish or Community,BUCKINGHAMSHIRE_COUNTY,318,610,51608,12070,E04001526,409.649,0,AA,CIVIL ADMINISTRATION AREA,,,"467,871.9","234,912.2"
Watermead CP,CPC,Civil Parish or Community,BUCKINGHAMSHIRE_COUNTY,324,614,116275,41632,E04001561,127.472,0,AA,CIVIL ADMINISTRATION AREA,,,482273,"215,885.15"
Cublington CP,CPC,Civil Parish or Community,BUCKINGHAMSHIRE_COUNTY,325,615,51744,11956,E04001473,494.218,0,AA,CIVIL ADMINISTRATION AREA,,,"484,051.9","222,382.6"
Buckingham Park CP,CPC,Civil Parish or Community,BUCKINGHAMSHIRE_COUNTY,327,616,124925,44397,E04012160,58.734,0,AA,CIVIL ADMINISTRATION AREA,,,"481,238.35","215,735.9"
Kingswood CP,CPC,Civil Parish or Community,BUCKINGHAMSHIRE_COUNTY,328,617,51656,12042,E04001500,105.479,0,AA,CIVIL ADMINISTRATION AREA,,,"468,852.5","218,559.1"
Chatteris CP,CPC,Civil Parish or Community,CAMBRIDGESHIRE_COUNTY,27,402,121338,1390,E04001656,"6,117.837",0,AA,CIVIL ADMINISTRATION AREA,,,"542,075.25","284,258.65"
Elm CP,CPC,Civil Parish or Community,CAMBRIDGESHIRE_COUNTY,32,404,41237,1366,E04001658,"5,875.03",17.937,AA,CIVIL ADMINISTRATION AREA,,,"542,515.75","303,245.05"
Tydd St. Giles CP,CPC,Civil Parish or Community,CAMBRIDGESHIRE_COUNTY,53,406,41247,1375,E04001664,"1,839.329",5.802,AA,CIVIL ADMINISTRATION AREA,,,"540,312.358","315,165.1"
Whittlesey CP,CPC,Civil Parish or Community,CAMBRIDGESHIRE_COUNTY,108,408,41401,1579,E04001666,"9,014.47",17.806,AA,CIVIL ADMINISTRATION AREA,,,"528,678.3","295,514.6"
Doddington CP,CPC,Civil Parish or Community,CAMBRIDGESHIRE_COUNTY,120,410,41257,1385,E04001657,"2,855.817",0,AA,CIVIL ADMINISTRATION AREA,,,"536,836.888","289,021.5"
Wimblington CP,CPC,Civil Parish or Community,CAMBRIDGESHIRE_COUNTY,125,413,41395,1662,E04001667,"3,137.666",0,AA,CIVIL ADMINISTRATION AREA,,,"543,945.2","291,892.3"
Manea CP,CPC,Civil Parish or Community,CAMBRIDGESHIRE_COUNTY,126,415,41233,1362,E04001660,"2,702.317",0,AA,CIVIL ADMINISTRATION AREA,,,"548,112.55","290,112.3"
March CP,CPC,Civil Parish or Community,CAMBRIDGESHIRE_COUNTY,139,417,41256,1384,E04001661,"7,811.634",0,AA,CIVIL ADMINISTRATION AREA,,,"540,496.55","296,946.6"
Christchurch CP,CPC,Civil Parish or Community,CAMBRIDGESHIRE_COUNTY,142,419,41231,1360,E04001665,"2,816.965",0,AA,CIVIL ADMINISTRATION AREA,,,"548,300.9","298,129.45"
Wisbech St. Mary CP,CPC,Civil Parish or Community,CAMBRIDGESHIRE_COUNTY,143,420,41255,1383,E04001669,"3,977.998",14.873,AA,CIVIL ADMINISTRATION AREA,,,"538,797.3",305602
Benwick CP,CPC,Civil Parish or Community,CAMBRIDGESHIRE_COUNTY,296,422,41318,1667,E04001655,"1,320.684",0,AA,CIVIL ADMINISTRATION AREA,,,534041,"290,587.75"
Parson Drove CP,CPC,Civil Parish or Community,CAMBRIDGESHIRE_COUNTY,313,428,41253,1381,E04001663,"2,094.923",0,AA,CIVIL ADMINISTRATION AREA,,,"536,767.05","308,344.35"
Gorefield CP,CPC,Civil Parish or Community,CAMBRIDGESHIRE_COUNTY,315,430,71011,25236,E04001670,"1,063.119",0,AA,CIVIL ADMINISTRATION AREA,,,"540,778.4","310,608.75"
Leverington CP,CPC,Civil Parish or Community,CAMBRIDGESHIRE_COUNTY,316,431,41250,1378,E04001659,734.66,5.98,AA,CIVIL ADMINISTRATION AREA,,,"544,233.3","311,787.5"
Newton CP,CPC,Civil Parish or Community,CAMBRIDGESHIRE_COUNTY,317,432,41249,1377,E04001662,"1,488.501",11.483,AA,CIVIL ADMINISTRATION AREA,,,"542,426.4",313917
Wisbech CP,CPC,Civil Parish or Community,CAMBRIDGESHIRE_COUNTY,319,433,41242,1370,E04001668,"1,884.591",16.638,AA,CIVIL ADMINISTRATION AREA,,,545054,"308,553.05"
Steeple Morden CP,CPC,Civil Parish or Community,CAMBRIDGESHIRE_COUNTY,33,449,41537,1448,E04001841,"1,554.402",0,AA,CIVIL ADMINISTRATION AREA,,,"529,931.85","242,633.6"
Bassingbourn cum Kneesworth CP,CPC,Civil Parish or Community,CAMBRIDGESHIRE_COUNTY,36,451,41738,1424,E04001764,"1,541.067",0,AA,CIVIL ADMINISTRATION AREA,,,"533,904.3","243,617.2"
Gamlingay CP,CPC,Civil Parish or Community,CAMBRIDGESHIRE_COUNTY,38,453,41749,1435,E04001787,"1,304.579",0,AA,CIVIL ADMINISTRATION AREA,,,"523,933.3","252,288.6"
Melbourn CP,CPC,Civil Parish or Community,CAMBRIDGESHIRE_COUNTY,54,457,119528,1426,E04001825,"1,767.044",0,AA,CIVIL ADMINISTRATION AREA,,,"538,302.95","243,784.95"
West Wratting CP,CPC,Civil Parish or Community,CAMBRIDGESHIRE_COUNTY,64,464,41693,1204,E04001851,"1,433.716",0,AA,CIVIL ADMINISTRATION AREA,,,"559,435.85","252,210.2"
Weston Colville CP,CPC,Civil Parish or Community,CAMBRIDGESHIRE_COUNTY,65,465,41694,1205,E04001849,"1,308.29",0,AA,CIVIL ADMINISTRATION AREA,,,"560,924.65","252,998.65"
Cottenham CP,CPC,Civil Parish or Community,CAMBRIDGESHIRE_COUNTY,78,470,41615,1302,E04001775,"2,924.908",0,AA,CIVIL ADMINISTRATION AREA,,,"546,059.4","268,659.25"
Waterbeach CP,CPC,Civil Parish or Community,CAMBRIDGESHIRE_COUNTY,80,472,41394,1661,E04001848,"2,325.883",0,AA,CIVIL ADMINISTRATION AREA,,,"550,827.3","267,947.1"
Little Wilbraham CP,CPC,Civil Parish or Community,CAMBRIDGESHIRE_COUNTY,81,473,41639,1239,E04001820,803.804,0,AA,CIVIL ADMINISTRATION AREA,,,"553,596.742","257,905.7"
Carlton CP,CPC,Civil Parish or Community,CAMBRIDGESHIRE_COUNTY,84,475,41681,1192,E04001768,977.679,0,AA,CIVIL ADMINISTRATION AREA,,,"562,970.614","253,858.25"
Guilden Morden CP,CPC,Civil Parish or Community,CAMBRIDGESHIRE_COUNTY,145,476,41538,1449,E04001796,"1,052.563",0,AA,CIVIL ADMINISTRATION AREA,,,"527,965.9","241,851.85"
Litlington CP,CPC,Civil Parish or Community,CAMBRIDGESHIRE_COUNTY,146,477,41737,1423,E04001815,868.915,0,AA,CIVIL ADMINISTRATION AREA,,,"531,903.25","242,197.9"
Abington Pigotts CP,CPC,Civil Parish or Community,CAMBRIDGESHIRE_COUNTY,147,478,41735,1421,E04001756,500.05,0,AA,CIVIL ADMINISTRATION AREA,,,"530,579.25","244,822.25"
Tadlow CP,CPC,Civil Parish or Community,CAMBRIDGESHIRE_COUNTY,149,479,41751,1437,E04001844,683.056,0,AA,CIVIL ADMINISTRATION AREA,,,"527,945.9","248,019.1"
Shingay cum Wendy CP,CPC,Civil Parish or Community,CAMBRIDGESHIRE_COUNTY,150,480,41734,1420,E04001838,727.76,0,AA,CIVIL ADMINISTRATION AREA,,,"531,587.9","247,127.5"
Hatley CP,CPC,Civil Parish or Community,CAMBRIDGESHIRE_COUNTY,151,481,41511,1510,E04001801,960.958,0,AA,CIVIL ADMINISTRATION AREA,,,"528,629.75","251,067.15"
Little Gransden CP,CPC,Civil Parish or Community,CAMBRIDGESHIRE_COUNTY,152,482,41510,1509,E04001818,777.058,0,AA,CIVIL ADMINISTRATION AREA,,,"527,925.7","254,073.35"
Croydon CP,CPC,Civil Parish or Community,CAMBRIDGESHIRE_COUNTY,153,483,41535,1446,E04001777,"1,108.483",0,AA,CIVIL ADMINISTRATION AREA,,,"530,570.4","249,954.3"
Arrington CP,CPC,Civil Parish or Community,CAMBRIDGESHIRE_COUNTY,154,484,41536,1447,E04001757,551.015,0,AA,CIVIL ADMINISTRATION AREA,,,"532,037.25","250,660.55"
Wimpole CP,CPC,Civil Parish or Community,CAMBRIDGESHIRE_COUNTY,155,485,41733,1419,E04001855,"1,042.896",0,AA,CIVIL ADMINISTRATION AREA,,,"533,601.6","250,962.9"
Longstowe CP,CPC,Civil Parish or Community,CAMBRIDGESHIRE_COUNTY,156,486,41745,1431,E04001823,624.7,0,AA,CIVIL ADMINISTRATION AREA,,,"530,653.1","254,610.4"
Caxton CP,CPC,Civil Parish or Community,CAMBRIDGESHIRE_COUNTY,168,487,41743,1429,E04001770,802.773,0,AA,CIVIL ADMINISTRATION AREA,,,"530,137.35",258225
Bourn CP,CPC,Civil Parish or Community,CAMBRIDGESHIRE_COUNTY,170,488,41744,1430,E04001765,"1,352.276",0,AA,CIVIL ADMINISTRATION AREA,,,"532,992.65","256,637.75"
Caldecote CP,CPC,Civil Parish or Community,CAMBRIDGESHIRE_COUNTY,171,489,41728,1414,E04001767,406.605,0,AA,CIVIL ADMINISTRATION AREA,,,"535,125.05","257,814.9"
Eltisley CP,CPC,Civil Parish or Community,CAMBRIDGESHIRE_COUNTY,172,490,41758,1444,E04001781,795.459,0,AA,CIVIL ADMINISTRATION AREA,,,"527,819.45","260,202.4"
Graveley CP,CPC,Civil Parish or Community,CAMBRIDGESHIRE_COUNTY,173,491,41499,1498,E04001790,640.722,0,AA,CIVIL ADMINISTRATION AREA,,,"525,473.45","264,666.3"
Papworth Everard CP,CPC,Civil Parish or Community,CAMBRIDGESHIRE_COUNTY,174,492,41544,1454,E04001833,467.9,0,AA,CIVIL ADMINISTRATION AREA,,,"528,682.45","262,436.5"
Elsworth CP,CPC,Civil Parish or Community,CAMBRIDGESHIRE_COUNTY,175,493,41509,1508,E04001780,"1,552.519",0,AA,CIVIL ADMINISTRATION AREA,,,"531,104.5","263,286.65"
Boxworth CP,CPC,Civil Parish or Community,CAMBRIDGESHIRE_COUNTY,176,494,41508,1507,E04001766,"1,052.488",0,AA,CIVIL ADMINISTRATION AREA,,,"534,442.85","263,126.8"
Conington CP,CPC,Civil Parish or Community,CAMBRIDGESHIRE_COUNTY,185,495,41506,1505,E04001773,615.692,0,AA,CIVIL ADMINISTRATION AREA,,,"532,725.8","266,369.55"
Fen Drayton CP,CPC,Civil Parish or Community,CAMBRIDGESHIRE_COUNTY,188,496,41716,1402,E04001783,602.711,0,AA,CIVIL ADMINISTRATION AREA,,,"533,618.25","268,636.75"
Great and Little Chishill CP,CPC,Civil Parish or Community,CAMBRIDGESHIRE_COUNTY,193,497,41285,1324,E04001792,"1,300.021",0,AA,CIVIL ADMINISTRATION AREA,,,"541,737.85","239,681.7"
Ickleton CP,CPC,Civil Parish or Community,CAMBRIDGESHIRE_COUNTY,194,498,41665,1265,E04001809,"1,080.412",0,AA,CIVIL ADMINISTRATION AREA,,,"547,815.95","242,892.4"
Meldreth CP,CPC,Civil Parish or Community,CAMBRIDGESHIRE_COUNTY,195,499,41277,1316,E04001826,979.134,0,AA,CIVIL ADMINISTRATION AREA,,,"537,299.2","246,055.75"
Fowlmere CP,CPC,Civil Parish or Community,CAMBRIDGESHIRE_COUNTY,198,502,41284,1323,E04001784,967.113,0,AA,CIVIL ADMINISTRATION AREA,,,"542,266.95","244,776.65"
Thriplow CP,CPC,Civil Parish or Community,CAMBRIDGESHIRE_COUNTY,199,503,41664,1264,E04001846,969.8,0,AA,CIVIL ADMINISTRATION AREA,,,"544,121.05",245859
Shepreth CP,CPC,Civil Parish or Community,CAMBRIDGESHIRE_COUNTY,200,504,41276,1315,E04001837,532.186,0,AA,CIVIL ADMINISTRATION AREA,,,"539,388.65","247,665.25"
Foxton CP,CPC,Civil Parish or Community,CAMBRIDGESHIRE_COUNTY,201,505,41582,1272,E04001785,711.095,0,AA,CIVIL ADMINISTRATION AREA,,,"541,474.8","248,262.45"
Orwell CP,CPC,Civil Parish or Community,CAMBRIDGESHIRE_COUNTY,202,506,41280,1319,E04001830,825.133,0,AA,CIVIL ADMINISTRATION AREA,,,"536,198.25","250,016.7"
Barrington CP,CPC,Civil Parish or Community,CAMBRIDGESHIRE_COUNTY,203,507,41283,1322,E04001761,915.605,0,AA,CIVIL ADMINISTRATION AREA,,,"539,138.7","250,177.95"
Great Eversden CP,CPC,Civil Parish or Community,CAMBRIDGESHIRE_COUNTY,204,508,41730,1416,E04001793,565.343,0,AA,CIVIL ADMINISTRATION AREA,,,"535,719.2","253,716.2"
Harlton CP,CPC,Civil Parish or Community,CAMBRIDGESHIRE_COUNTY,205,509,41282,1321,E04001798,510.074,0,AA,CIVIL ADMINISTRATION AREA,,,"538,871.104","253,096.75"
Newton CP,CPC,Civil Parish or Community,CAMBRIDGESHIRE_COUNTY,206,510,41580,1270,E04001828,421.884,0,AA,CIVIL ADMINISTRATION AREA,,,"543,372.45","249,307.25"
Harston CP,CPC,Civil Parish or Community,CAMBRIDGESHIRE_COUNTY,207,511,41583,1273,E04001799,693.568,0,AA,CIVIL ADMINISTRATION AREA,,,"542,981.75","251,212.3"
Haslingfield CP,CPC,Civil Parish or Community,CAMBRIDGESHIRE_COUNTY,209,513,41272,1311,E04001800,"1,195.055",0,AA,CIVIL ADMINISTRATION AREA,,,541774,"252,702.05"
Duxford CP,CPC,Civil Parish or Community,CAMBRIDGESHIRE_COUNTY,210,514,119544,1266,E04012081,"1,299.727",0,AA,CIVIL ADMINISTRATION AREA,,,"546,819.2","244,762.3"
Whittlesford CP,CPC,Civil Parish or Community,CAMBRIDGESHIRE_COUNTY,212,516,41663,1263,E04012082,811.168,0,AA,CIVIL ADMINISTRATION AREA,,,"546,676.6","247,897.75"
Great Abington CP,CPC,Civil Parish or Community,CAMBRIDGESHIRE_COUNTY,213,517,41687,1198,E04001791,642.871,0,AA,CIVIL ADMINISTRATION AREA,,,"552,530.25","247,516.5"
Hildersham CP,CPC,Civil Parish or Community,CAMBRIDGESHIRE_COUNTY,214,518,41288,1326,E04001804,616.92,0,AA,CIVIL ADMINISTRATION AREA,,,"554,798.35","248,015.4"
Sawston CP,CPC,Civil Parish or Community,CAMBRIDGESHIRE_COUNTY,215,520,41653,1254,E04001836,771.422,0,AA,CIVIL ADMINISTRATION AREA,,,"548,110.7","249,828.3"
Great Shelford CP,CPC,Civil Parish or Community,CAMBRIDGESHIRE_COUNTY,216,521,41658,1259,E04001794,837.58,0,AA,CIVIL ADMINISTRATION AREA,,,"546,122.6","253,200.65"
Stapleford CP,CPC,Civil Parish or Community,CAMBRIDGESHIRE_COUNTY,217,522,41645,1246,E04001840,742.391,0,AA,CIVIL ADMINISTRATION AREA,,,"548,599.9","252,975.9"
Babraham CP,CPC,Civil Parish or Community,CAMBRIDGESHIRE_COUNTY,218,523,41649,1249,E04001758,974.018,0,AA,CIVIL ADMINISTRATION AREA,,,"550,808.7","251,473.35"
Little Abington CP,CPC,Civil Parish or Community,CAMBRIDGESHIRE_COUNTY,219,524,41689,1200,E04001816,518.687,0,AA,CIVIL ADMINISTRATION AREA,,,"553,344.5","250,370.7"
Castle Camps CP,CPC,Civil Parish or Community,CAMBRIDGESHIRE_COUNTY,220,525,41391,1659,E04001769,"1,259.903",0,AA,CIVIL ADMINISTRATION AREA,,,"561,759.6","242,607.05"
Linton CP,CPC,Civil Parish or Community,CAMBRIDGESHIRE_COUNTY,221,526,41690,1201,E04001814,"1,591.333",0,AA,CIVIL ADMINISTRATION AREA,,,"556,515.4",247059
Shudy Camps CP,CPC,Civil Parish or Community,CAMBRIDGESHIRE_COUNTY,223,528,41682,1193,E04001839,955.124,0,AA,CIVIL ADMINISTRATION AREA,,,"562,258.95","244,718.55"
Horseheath CP,CPC,Civil Parish or Community,CAMBRIDGESHIRE_COUNTY,224,529,41683,1194,E04001808,778.957,0,AA,CIVIL ADMINISTRATION AREA,,,"561,493.85","247,020.25"
Balsham CP,CPC,Civil Parish or Community,CAMBRIDGESHIRE_COUNTY,225,530,41290,1328,E04001759,"1,838.607",0,AA,CIVIL ADMINISTRATION AREA,,,"556,663.4","251,438.1"
West Wickham CP,CPC,Civil Parish or Community,CAMBRIDGESHIRE_COUNTY,226,531,41684,1195,E04001850,"1,187.701",0,AA,CIVIL ADMINISTRATION AREA,,,561368,"249,168.05"
Barton CP,CPC,Civil Parish or Community,CAMBRIDGESHIRE_COUNTY,227,532,41298,1336,E04001763,724.474,0,AA,CIVIL ADMINISTRATION AREA,,,"540,839.35","256,488.5"
Comberton CP,CPC,Civil Parish or Community,CAMBRIDGESHIRE_COUNTY,229,534,41726,1413,E04001772,786.885,0,AA,CIVIL ADMINISTRATION AREA,,,"538,544.05","256,982.65"
Dry Drayton CP,CPC,Civil Parish or Community,CAMBRIDGESHIRE_COUNTY,230,535,41302,1340,E04001778,832.311,0,AA,CIVIL ADMINISTRATION AREA,,,"537,852.65","261,470.75"
Madingley CP,CPC,Civil Parish or Community,CAMBRIDGESHIRE_COUNTY,232,537,41299,1337,E04001824,844.98,0,AA,CIVIL ADMINISTRATION AREA,,,"539,937.1","260,161.9"
Girton CP,CPC,Civil Parish or Community,CAMBRIDGESHIRE_COUNTY,233,539,41294,1333,E04001788,717.056,0,AA,CIVIL ADMINISTRATION AREA,,,"541,547.05","261,622.85"
Impington CP,CPC,Civil Parish or Community,CAMBRIDGESHIRE_COUNTY,236,540,41606,1294,E04010465,697.045,0,AA,CIVIL ADMINISTRATION AREA,,,"544,704.8","262,897.1"
Histon CP,CPC,Civil Parish or Community,CAMBRIDGESHIRE_COUNTY,238,542,41617,1304,E04001806,711.23,0,AA,CIVIL ADMINISTRATION AREA,,,"543,949.95","264,266.65"
Fulbourn CP,CPC,Civil Parish or Community,CAMBRIDGESHIRE_COUNTY,239,544,41596,1285,E04001786,"2,131.431",0,AA,CIVIL ADMINISTRATION AREA,,,"552,038.4","255,417.2"
Milton CP,CPC,Civil Parish or Community,CAMBRIDGESHIRE_COUNTY,242,546,123917,1291,E04010466,724.389,0,AA,CIVIL ADMINISTRATION AREA,,,"547,507.9","262,835.35"
Fen Ditton CP,CPC,Civil Parish or Community,CAMBRIDGESHIRE_COUNTY,243,547,41637,1237,E04001782,599.54,0,AA,CIVIL ADMINISTRATION AREA,,,"548,347.882","261,191.3"
Stow cum Quy CP,CPC,Civil Parish or Community,CAMBRIDGESHIRE_COUNTY,244,548,41640,1240,E04001842,765.583,0,AA,CIVIL ADMINISTRATION AREA,,,"552,426.35","261,222.25"
Horningsea CP,CPC,Civil Parish or Community,CAMBRIDGESHIRE_COUNTY,245,549,41641,1241,E04001807,666.261,0,AA,CIVIL ADMINISTRATION AREA,,,"550,005.05","263,030.9"
Swavesey CP,CPC,Civil Parish or Community,CAMBRIDGESHIRE_COUNTY,246,551,41718,1405,E04001843,"1,611.239",0,AA,CIVIL ADMINISTRATION AREA,,,"536,484.8","267,790.75"
Oakington and Westwick CP,CPC,Civil Parish or Community,CAMBRIDGESHIRE_COUNTY,247,552,41307,1345,E04001829,885.432,0,AA,CIVIL ADMINISTRATION AREA,,,"540,781.05","264,676.85"
Longstanton CP,CPC,Civil Parish or Community,CAMBRIDGESHIRE_COUNTY,248,554,119548,1343,E04001822,"1,124.593",0,AA,CIVIL ADMINISTRATION AREA,,,"539,694.65","266,352.7"
Rampton CP,CPC,Civil Parish or Community,CAMBRIDGESHIRE_COUNTY,249,555,41308,1346,E04001835,556.015,0,AA,CIVIL ADMINISTRATION AREA,,,"542,706.35","268,595.6"
Over CP,CPC,Civil Parish or Community,CAMBRIDGESHIRE_COUNTY,250,556,41270,1399,E04001831,"1,511.767",3.937,AA,CIVIL ADMINISTRATION AREA,,,"537,967.4","271,313.9"
Willingham CP,CPC,Civil Parish or Community,CAMBRIDGESHIRE_COUNTY,252,557,119550,1396,E04001854,"1,884.165",2.049,AA,CIVIL ADMINISTRATION AREA,,,"541,510.95","271,496.8"
Landbeach CP,CPC,Civil Parish or Community,CAMBRIDGESHIRE_COUNTY,253,558,41613,1300,E04001813,934.145,0,AA,CIVIL ADMINISTRATION AREA,,,"547,528.95","266,910.45"
Whaddon CP,CPC,Civil Parish or Community,CAMBRIDGESHIRE_COUNTY,320,559,41279,1318,E04001852,621.749,0,AA,CIVIL ADMINISTRATION AREA,,,"534,790.55","246,699.55"
Kingston CP,CPC,Civil Parish or Community,CAMBRIDGESHIRE_COUNTY,321,560,41729,1415,E04001811,771.255,0,AA,CIVIL ADMINISTRATION AREA,,,"534,039.45","254,365.15"
Croxton CP,CPC,Civil Parish or Community,CAMBRIDGESHIRE_COUNTY,327,561,41757,1443,E04001776,773.709,0,AA,CIVIL ADMINISTRATION AREA,,,"525,016.9","258,862.3"
Cambourne CP,CPC,Civil Parish or Community,CAMBRIDGESHIRE_COUNTY,332,562,120363,42586,E04001856,412.383,0,AA,CIVIL ADMINISTRATION AREA,,,"532,119.65","259,251.95"
Papworth St. Agnes CP,CPC,Civil Parish or Community,CAMBRIDGESHIRE_COUNTY,334,563,41500,1499,E04001834,525.854,0,AA,CIVIL ADMINISTRATION AREA,,,"526,940.15","264,501.5"
Knapwell CP,CPC,Civil Parish or Community,CAMBRIDGESHIRE_COUNTY,335,564,120364,1428,E04001812,506.189,0,AA,CIVIL ADMINISTRATION AREA,,,"532,924.15","261,638.15"
